Name  	% Frequency  	Approx Number  	Rank
LEIGH	0.032	48,579 	439
LEIGHA	0.001	1,518 	3954
LEIGHANN	0.002	3,036 	2864
LEILA	0.015	22,771 	708
LEILANI	0.005	7,590 	1440
LEISA	0.004	6,072 	1477
LEISHA	0.001	1,518 	3074
LEKISHA	0.001	1,518 	3627
LELA	0.028	42,507 	485
LELAH	0.001	1,518 	3953
LELIA	0.009	13,663 	940
LENA	0.077	116,893 	259
LENITA	0.001	1,518 	4139
LENNA	0.002	3,036 	2417
LENNIE	0.003	4,554 	1884
LENORA	0.024	36,434 	535
LENORE	0.014	21,253 	757
LEO	0.001	1,518 	3626
LEOLA	0.019	28,844 	617
LEOMA	0.001	1,518 	3490
LEON	0.001	1,518 	3370
LEONA	0.069	104,748 	281
LEONARDA	0.002	3,036 	2484
LEONE	0.005	7,590 	1439
LEONIA	0.001	1,518 	3313
LEONIDA	0.001	1,518 	4138
LEONIE	0.002	3,036 	2784
LEONILA	0.002	3,036 	2783
LEONOR	0.01	15,181 	891
LEONORA	0.005	7,590 	1290
LEONORE	0.002	3,036 	2863
LEONTINE	0.001	1,518 	3489
LEORA	0.007	10,627 	1129
LEOTA	0.006	9,109 	1216
LERA	0.002	3,036 	2451
LESA	0.008	12,145 	994
LESHA	0.001	1,518 	4137
LESIA	0.002	3,036 	2312
LESLEE	0.003	4,554 	1871
LESLEY	0.019	28,844 	612
LESLI	0.003	4,554 	1992
LESLIE	0.154	233,786 	143
LESSIE	0.01	15,181 	904
LESTER	0.001	1,518 	4228
LETA	0.008	12,145 	991
LETHA	0.014	21,253 	734
LETICIA	0.04	60,724 	386
LETISHA	0.001	1,518 	3254
LETITIA	0.008	12,145 	986
LETTIE	0.006	9,109 	1171
LETTY	0.002	3,036 	2249
LEWIS	0.001	1,518 	4136
LEXIE	0.002	3,036 	3029
LEZLIE	0.002	3,036 	3028
LI	0.003	4,554 	1746
LIA	0.005	7,590 	1435
LIANA	0.003	4,554 	1870
LIANE	0.003	4,554 	1975
LIANNE	0.001	1,518 	3369
LIBBIE	0.001	1,518 	3705
LIBBY	0.008	12,145 	1025
LIBERTY	0.002	3,036 	2862
LIBRADA	0.002	3,036 	3027
LIDA	0.004	6,072 	1587
LIDIA	0.014	21,253 	745
LIEN	0.002	3,036 	2161
LIESELOTTE	0.001	1,518 	3795
LIGIA	0.002	3,036 	2450
LILA	0.029	44,025 	469
LILI	0.002	3,036 	2782
LILIA	0.012	18,217 	793
LILIAN	0.011	16,699 	843
LILIANA	0.01	15,181 	901
LILLA	0.002	3,036 	2209
LILLI	0.001	1,518 	3870
LILLIA	0.001	1,518 	3794
LILLIAM	0.001	1,518 	3952
LILLIAN	0.211	320,317 	98
LILLIANA	0.001	1,518 	3951
LILLIE	0.09	136,628 	233
LILLY	0.014	21,253 	732
LILY	0.017	25,808 	652
LIN	0.003	4,554 	1923
LINA	0.011	16,699 	841
LINDA	1.035	1,571,224 	3
LINDSAY	0.06	91,085 	302
LINDSEY	0.06	91,085 	301
LINDSY	0.001	1,518 	3950
LINDY	0.005	7,590 	1426
LINETTE	0.003	4,554 	1814
LING	0.002	3,036 	2608
LINH	0.003	4,554 	2105
LINN	0.001	1,518 	3554
LINNEA	0.004	6,072 	1625
LINNIE	0.004	6,072 	1450
LINSEY	0.003	4,554 	2075
LISA	0.704	1,068,736 	11
LISABETH	0.001	1,518 	3949
LISANDRA	0.001	1,518 	3625
LISBETH	0.002	3,036 	2824
LISE	0.004	6,072 	1615
LISETTE	0.004	6,072 	1500
LISHA	0.002	3,036 	2643
LISSA	0.003	4,554 	1959
LISSETTE	0.004	6,072 	1461
LITA	0.003	4,554 	1822
LIVIA	0.002	3,036 	2752
LIZ	0.009	13,663 	955
LIZA	0.012	18,217 	808
LIZABETH	0.004	6,072 	1614
LIZBETH	0.004	6,072 	1661
LIZETH	0.001	1,518 	3704
LIZETTE	0.005	7,590 	1425
LIZZETTE	0.001	1,518 	3073
LIZZIE	0.018	27,326 	631
LOAN	0.002	3,036 	2483
LOGAN	0.001	1,518 	3553
LOIDA	0.002	3,036 	2823
LOIS	0.22	333,980 	91
LOISE	0.001	1,518 	3948
LOLA	0.048	72,868 	358
LOLITA	0.009	13,663 	969
LOMA	0.002	3,036 	2751
LONA	0.007	10,627 	1125
LONDA	0.001	1,518 	3488
LONI	0.002	3,036 	2160
LONNA	0.002	3,036 	2330
LONNIE	0.005	7,590 	1336
LORA	0.036	54,651 	420
LORAINE	0.013	19,735 	770
LORALEE	0.001	1,518 	3368
LORE	0.002	3,036 	2583
LOREAN	0.001	1,518 	4135
LOREE	0.002	3,036 	2159
LOREEN	0.003	4,554 	2123
LORELEI	0.003	4,554 	1922
LOREN	0.005	7,590 	1285
LORENA	0.029	44,025 	466
LORENE	0.028	42,507 	476
LORENZA	0.004	6,072 	1540
LORETA	0.001	1,518 	3312
LORETTA	0.115	174,580 	189
LORETTE	0.001	1,518 	3367
LORI	0.248	376,486 	78
LORIA	0.001	1,518 	3366
LORIANN	0.002	3,036 	2861
LORIE	0.016	24,289 	686
LORILEE	0.001	1,518 	4227
LORINA	0.001	1,518 	3253
LORINDA	0.003	4,554 	1759
LORINE	0.005	7,590 	1277
LORIS	0.001	1,518 	3072
LORITA	0.001	1,518 	3209
LORNA	0.022	33,398 	572
LORRAINE	0.135	204,942 	165
LORRETTA	0.003	4,554 	1857
LORRI	0.006	9,109 	1184
LORRIANE	0.001	1,518 	3311
LORRIE	0.012	18,217 	800
LORRINE	0.001	1,518 	4226
LORY	0.002	3,036 	2860
LOTTIE	0.024	36,434 	537
LOU	0.02	30,362 	604
LOUANN	0.005	7,590 	1284
LOUANNE	0.002	3,036 	2642
LOUELLA	0.008	12,145 	990
LOUETTA	0.001	1,518 	4043
LOUIE	0.002	3,036 	2822
LOUIS	0.005	7,590 	1331
LOUISA	0.012	18,217 	810
LOUISE	0.229	347,643 	83
LOURA	0.001	1,518 	4134
LOURDES	0.024	36,434 	549
LOURIE	0.001	1,518 	4225
LOUVENIA	0.002	3,036 	2311
LOVE	0.001	1,518 	4133
LOVELLA	0.002	3,036 	2717
LOVETTA	0.001	1,518 	4224
LOVIE	0.004	6,072 	1641
LOYCE	0.002	3,036 	2248
LU	0.003	4,554 	1758
LUANA	0.003	4,554 	2095
LUANN	0.011	16,699 	846
LUANNA	0.001	1,518 	3947
LUANNE	0.005	7,590 	1276
LUBA	0.001	1,518 	4042
LUCI	0.001	1,518 	3310
LUCIA	0.028	42,507 	482
LUCIANA	0.003	4,554 	1991
LUCIE	0.004	6,072 	1549
LUCIENNE	0.003	4,554 	1936
LUCILA	0.005	7,590 	1289
LUCILE	0.016	24,289 	681
LUCILLA	0.001	1,518 	3426
LUCILLE	0.153	232,268 	145
LUCINA	0.002	3,036 	2178
LUCINDA	0.025	37,952 	526
LUCRECIA	0.002	3,036 	2278
LUCRETIA	0.007	10,627 	1143
LUCY	0.103	156,363 	208
LUDIE	0.002	3,036 	2750
LUDIVINA	0.001	1,518 	3365
LUE	0.003	4,554 	1843
LUELLA	0.017	25,808 	670
LUETTA	0.001	1,518 	3252
LUIS	0.002	3,036 	2781
LUISA	0.016	24,289 	701
LUISE	0.002	3,036 	2821
LULA	0.048	72,868 	357
LULU	0.004	6,072 	1499
LUNA	0.002	3,036 	2859
LUPE	0.02	30,362 	602
LUPITA	0.003	4,554 	1821
LURA	0.006	9,109 	1226
LURLENE	0.001	1,518 	3793
LURLINE	0.002	3,036 	2416
LUVENIA	0.002	3,036 	2158
LUZ	0.049	74,386 	350
LYDA	0.003	4,554 	1770
LYDIA	0.086	130,556 	243
LYLA	0.003	4,554 	2009
LYN	0.006	9,109 	1170
LYNDA	0.053	80,459 	329
LYNDIA	0.001	1,518 	3309
LYNDSAY	0.003	4,554 	1856
LYNDSEY	0.004	6,072 	1513
LYNELL	0.002	3,036 	2820
LYNELLE	0.002	3,036 	2680
LYNETTA	0.001	1,518 	3118
LYNETTE	0.033	50,097 	435
LYNN	0.135	204,942 	166
LYNNA	0.001	1,518 	3869
LYNNE	0.043	65,278 	378
LYNNETTE	0.01	15,181 	911
LYNSEY	0.002	3,036 	2901
MA	0.008	12,145 	1036
MABEL	0.078	118,411 	256
MABELLE	0.001	1,518 	3251
MABLE	0.038	57,687 	408
MACHELLE	0.003	4,554 	1958
MACIE	0.002	3,036 	2507
MACKENZIE	0.004	6,072 	1658
MACY	0.002	3,036 	2561
MADALENE	0.001	1,518 	4132
MADALINE	0.002	3,036 	2387
MADALYN	0.002	3,036 	2177
MADDIE	0.001	1,518 	4223
MADELAINE	0.001	1,518 	3487
MADELEINE	0.009	13,663 	936
MADELENE	0.001	1,518 	3364
MADELINE	0.052	78,941 	330
MADELYN	0.01	15,181 	894
MADGE	0.011	16,699 	855
MADIE	0.002	3,036 	2224
MADISON	0.003	4,554 	2029
MADLYN	0.002	3,036 	2858
MADONNA	0.006	9,109 	1176
MAE	0.063	95,640 	293
MAEGAN	0.003	4,554 	2094
MAFALDA	0.001	1,518 	3552
MAGALI	0.001	1,518 	3551
MAGALY	0.002	3,036 	2223
MAGAN	0.002	3,036 	2679
MAGARET	0.002	3,036 	2780
MAGDA	0.005	7,590 	1341
MAGDALEN	0.002	3,036 	3026
MAGDALENA	0.015	22,771 	703
MAGDALENE	0.004	6,072 	1460
MAGEN	0.002	3,036 	2749
MAGGIE	0.051	77,423 	337
MAGNOLIA	0.004	6,072 	1586
MAHALIA	0.001	1,518 	4131
MAI	0.009	13,663 	925
MAIA	0.002	3,036 	2900
MAIDA	0.002	3,036 	2482
MAILE	0.001	1,518 	3117
MAIRA	0.003	4,554 	2122
MAIRE	0.001	1,518 	3308
MAISHA	0.001	1,518 	3624
MAISIE	0.001	1,518 	3868
MAJORIE	0.005	7,590 	1314
MAKEDA	0.001	1,518 	4222
MALENA	0.001	1,518 	4221
MALIA	0.003	4,554 	1921
MALIKA	0.002	3,036 	2481
MALINDA	0.013	19,735 	784
MALISA	0.002	3,036 	2449
MALISSA	0.007	10,627 	1124
MALKA	0.001	1,518 	3623
MALLIE	0.001	1,518 	3159
MALLORY	0.012	18,217 	812
MALORIE	0.001	1,518 	3363
MALVINA	0.001	1,518 	4041
MAMIE	0.048	72,868 	356
MAMMIE	0.002	3,036 	2537
MAN	0.001	1,518 	3307
MANA	0.002	3,036 	3025
MANDA	0.002	3,036 	2506
MANDI	0.006	9,109 	1222
MANDIE	0.001	1,518 	3306
MANDY	0.029	44,025 	475
MANIE	0.001	1,518 	3792
MANUELA	0.016	24,289 	689
MANY	0.001	1,518 	3946
MAO	0.001	1,518 	3550
MAPLE	0.002	3,036 	2779
MARA	0.009	13,663 	937
MARAGARET	0.001	1,518 	3791
MARAGRET	0.001	1,518 	3250
MARANDA	0.004	6,072 	1528
MARCELA	0.006	9,109 	1263
MARCELENE	0.001	1,518 	4040
MARCELINA	0.004	6,072 	1492
MARCELINE	0.002	3,036 	3024
MARCELL	0.001	1,518 	4220
MARCELLA	0.037	56,169 	411
MARCELLE	0.005	7,590 	1368
MARCENE	0.001	1,518 	3549
MARCHELLE	0.001	1,518 	3703
MARCI	0.01	15,181 	890
MARCIA	0.09	136,628 	236
MARCIE	0.012	18,217 	807
MARCY	0.016	24,289 	700
MARDELL	0.001	1,518 	3945
MAREN	0.002	3,036 	2448
MARG	0.001	1,518 	3867
MARGARET	0.768	1,165,894 	9
MARGARETA	0.002	3,036 	2899
MARGARETE	0.003	4,554 	1798
MARGARETT	0.002	3,036 	2137
MARGARETTA	0.002	3,036 	2582
MARGARETTE	0.004	6,072 	1603
MARGARITA	0.059	89,567 	306
MARGARITE	0.002	3,036 	2176
MARGART	0.002	3,036 	2607
MARGE	0.006	9,109 	1251
MARGENE	0.001	1,518 	3486
MARGERET	0.002	3,036 	2386
MARGERT	0.001	1,518 	3071
MARGERY	0.011	16,699 	823
MARGET	0.002	3,036 	3023
MARGHERITA	0.001	1,518 	3305
MARGIE	0.072	109,303 	267
MARGIT	0.002	3,036 	2361
MARGO	0.016	24,289 	676
MARGORIE	0.002	3,036 	2581
MARGOT	0.008	12,145 	1018
MARGRET	0.017	25,808 	671
MARGRETT	0.001	1,518 	3790
MARGUERITA	0.002	3,036 	2857
MARGUERITE	0.056	85,013 	314
MARGURITE	0.002	3,036 	2277
MARGY	0.001	1,518 	4130
MARHTA	0.001	1,518 	3702
MARI	0.011	16,699 	862
MARIA	0.828	1,256,979 	7
MARIAH	0.005	7,590 	1325
MARIAM	0.005	7,590 	1392
MARIAN	0.086	130,556 	246
MARIANA	0.009	13,663 	931
MARIANELA	0.001	1,518 	3944
MARIANN	0.004	6,072 	1476
MARIANNA	0.007	10,627 	1117
MARIANNE	0.042	63,760 	380
MARIBEL	0.02	30,362 	605
MARIBETH	0.003	4,554 	1735
MARICA	0.001	1,518 	3208
MARICELA	0.011	16,699 	822
MARICRUZ	0.001	1,518 	4039
MARIE	0.379	575,356 	44
MARIEL	0.002	3,036 	2447
MARIELA	0.003	4,554 	1990
MARIELLA	0.001	1,518 	3943
MARIELLE	0.001	1,518 	3942
MARIETTA	0.01	15,181 	889
MARIETTE	0.001	1,518 	3362
MARIKO	0.001	1,518 	3070
MARILEE	0.004	6,072 	1527
MARILOU	0.003	4,554 	2008
MARILU	0.002	3,036 	2982
MARILYN	0.241	365,860 	80
MARILYNN	0.007	10,627 	1142
MARIN	0.001	1,518 	3548
MARINA	0.027	40,988 	501
MARINDA	0.001	1,518 	3069
MARINE	0.001	1,518 	3622
MARIO	0.002	3,036 	2157
MARION	0.122	185,207 	178
MARIS	0.001	1,518 	3789
MARISA	0.018	27,326 	641
MARISELA	0.007	10,627 	1128
MARISHA	0.001	1,518 	3361
MARISOL	0.018	27,326 	646
MARISSA	0.024	36,434 	545
MARITA	0.004	6,072 	1532
MARITZA	0.016	24,289 	680
MARIVEL	0.001	1,518 	3116
MARJORIE	0.173	262,630 	128
MARJORY	0.006	9,109 	1262
MARK	0.004	6,072 	1548
MARKETTA	0.001	1,518 	4038
MARKITA	0.002	3,036 	2560
MARLA	0.026	39,470 	506
MARLANA	0.002	3,036 	2856
MARLEEN	0.002	3,036 	2415
MARLEN	0.002	3,036 	3022
MARLENA	0.005	7,590 	1275
MARLENE	0.088	133,592 	240
MARLIN	0.001	1,518 	3788
MARLINE	0.001	1,518 	3207
MARLO	0.003	4,554 	1697
MARLYN	0.005	7,590 	1360
MARLYS	0.005	7,590 	1307
MARNA	0.002	3,036 	2385
MARNI	0.002	3,036 	2446
MARNIE	0.004	6,072 	1498
MARQUERITE	0.004	6,072 	1602
MARQUETTA	0.002	3,036 	2606
MARQUITA	0.009	13,663 	961
MARQUITTA	0.001	1,518 	3701
MARRY	0.003	4,554 	1883
MARSHA	0.078	118,411 	257
MARSHALL	0.001	1,518 	4219
MARTA	0.028	42,507 	483
MARTH	0.001	1,518 	3485
MARTHA	0.412	625,453 	38
MARTI	0.004	6,072 	1685
MARTIN	0.002	3,036 	3021
MARTINA	0.016	24,289 	675
MARTINE	0.003	4,554 	1935
MARTY	0.004	6,072 	1497
MARVA	0.01	15,181 	887
MARVEL	0.004	6,072 	1660
MARVELLA	0.001	1,518 	3700
MARVIS	0.001	1,518 	3425
MARX	0.001	1,518 	3484
MARY	2.629	3,991,060 	1
MARYA	0.002	3,036 	2748
MARYALICE	0.002	3,036 	2939
MARYAM	0.002	3,036 	2747
MARYANN	0.05	75,905 	345
MARYANNA	0.001	1,518 	3249
MARYANNE	0.011	16,699 	848
MARYBELLE	0.001	1,518 	3787
MARYBETH	0.007	10,627 	1059
MARYELLEN	0.009	13,663 	954
MARYETTA	0.001	1,518 	4218
MARYJANE	0.007	10,627 	1103
MARYJO	0.003	4,554 	1813
MARYLAND	0.001	1,518 	3483
MARYLEE	0.003	4,554 	1974
MARYLIN	0.004	6,072 	1555
MARYLN	0.001	1,518 	4217
MARYLOU	0.013	19,735 	759
MARYLOUISE	0.001	1,518 	3482
MARYLYN	0.003	4,554 	2028
MARYLYNN	0.001	1,518 	3360
MARYROSE	0.001	1,518 	3547
MASAKO	0.002	3,036 	2156
MATHA	0.001	1,518 	4037
MATHILDA	0.003	4,554 	2074
MATHILDE	0.002	3,036 	2898
MATILDA	0.015	22,771 	707
MATILDE	0.006	9,109 	1175
MATTHEW	0.002	3,036 	2716
MATTIE	0.081	122,965 	252
MAUD	0.005	7,590 	1424
MAUDE	0.023	34,916 	567
MAUDIE	0.007	10,627 	1093
MAURA	0.009	13,663 	924
MAUREEN	0.092	139,664 	226
MAURICE	0.002	3,036 	2746
MAURINE	0.007	10,627 	1086
MAURITA	0.001	1,518 	4216
MAVIS	0.016	24,289 	677
MAXIE	0.004	6,072 	1640
MAXIMA	0.001	1,518 	4036
MAXIMINA	0.001	1,518 	3866
MAXINE	0.079	119,929 	254
MAY	0.029	44,025 	472
MAYA	0.006	9,109 	1164
MAYBELL	0.002	3,036 	2855
MAYBELLE	0.004	6,072 	1597
MAYE	0.002	3,036 	2778
MAYME	0.006	9,109 	1196
MAYOLA	0.001	1,518 	3481
MAYRA	0.018	27,326 	635
MAZIE	0.003	4,554 	1722
MCKENZIE	0.002	3,036 	2480
MEAGAN	0.015	22,771 	705
MEAGHAN	0.004	6,072 	1459
MECHELLE	0.003	4,554 	1842
MEDA	0.001	1,518 	4035
MEE	0.003	4,554 	2121
MEG	0.003	4,554 	2104
MEGAN	0.147	223,159 	151
MEGGAN	0.002	3,036 	3020
MEGHAN	0.032	48,579 	440
MEGHANN	0.002	3,036 	2505
MEI	0.005	7,590 	1305
MELAINE	0.002	3,036 	3019
MELANI	0.001	1,518 	3359
MELANIA	0.001	1,518 	3865
MELANIE	0.116	176,099 	188
MELANY	0.002	3,036 	2715
MELBA	0.027	40,988 	493
MELDA	0.001	1,518 	3158
MELIA	0.001	1,518 	3621
MELIDA	0.001	1,518 	3358
MELINA	0.004	6,072 	1601
MELINDA	0.094	142,701 	223
MELISA	0.013	19,735 	760
MELISSA	0.462	701,358 	30
MELISSIA	0.002	3,036 	2938
MELITA	0.001	1,518 	3357
MELLIE	0.002	3,036 	2777
MELLISA	0.008	12,145 	1030
MELLISSA	0.006	9,109 	1199
MELODEE	0.001	1,518 	3424
MELODI	0.001	1,518 	4034
MELODIE	0.006	9,109 	1225
MELODY	0.05	75,905 	349
MELONIE	0.003	4,554 	1721
MELONY	0.004	6,072 	1669
MELVA	0.011	16,699 	851
MELVIN	0.001	1,518 	3068
MELVINA	0.005	7,590 	1399
MELYNDA	0.002	3,036 	2714
MENDY	0.001	1,518 	3115
MERCEDES	0.033	50,097 	433
MERCEDEZ	0.001	1,518 	3546
MERCY	0.003	4,554 	1707
MEREDITH	0.033	50,097 	434
MERI	0.002	3,036 	2854
MERIDETH	0.001	1,518 	3699
MERIDITH	0.002	3,036 	2776
MERILYN	0.002	3,036 	2414
MERISSA	0.001	1,518 	4215
MERLE	0.011	16,699 	839
MERLENE	0.002	3,036 	2360
MERLYN	0.001	1,518 	3480
MERNA	0.002	3,036 	2580
MERRI	0.002	3,036 	2359
MERRIE	0.001	1,518 	3067
MERRILEE	0.001	1,518 	3423
MERRILL	0.001	1,518 	3304
MERRY	0.007	10,627 	1152
MERTIE	0.001	1,518 	4129
MERYL	0.003	4,554 	1912
META	0.004	6,072 	1668
MI	0.005	7,590 	1384
MIA	0.014	21,253 	743
MICA	0.001	1,518 	3114
MICAELA	0.005	7,590 	1303
MICAH	0.002	3,036 	2413
MICHA	0.001	1,518 	4214
MICHAEL	0.012	18,217 	799
MICHAELA	0.008	12,145 	1052
MICHAELE	0.001	1,518 	3620
MICHAL	0.002	3,036 	2745
MICHEAL	0.002	3,036 	2775
MICHEL	0.002	3,036 	2222
MICHELE	0.145	220,123 	154
MICHELINA	0.001	1,518 	3545
MICHELINE	0.002	3,036 	2579
MICHELL	0.008	12,145 	1007
MICHELLE	0.519	787,889 	21
MICHIKO	0.002	3,036 	2294
MICKEY	0.004	6,072 	1470
MICKI	0.002	3,036 	2329
MICKIE	0.003	4,554 	2093
MIESHA	0.001	1,518 	3698
MIGDALIA	0.007	10,627 	1132
MIGNON	0.001	1,518 	3113
MIGUELINA	0.002	3,036 	2853
MIKA	0.002	3,036 	3018
MIKAELA	0.001	1,518 	3864
MIKE	0.001	1,518 	3941
MIKI	0.001	1,518 	3206
MIKKI	0.002	3,036 	2328
MILA	0.002	3,036 	2208
MILAGRO	0.002	3,036 	2819
MILAGROS	0.013	19,735 	772
MILDA	0.001	1,518 	3248
MILDRED	0.313	475,162 	60
MILISSA	0.003	4,554 	1734
MILLICENT	0.009	13,663 	950
MILLIE	0.017	25,808 	655
MILLY	0.001	1,518 	3786
MIMI	0.005	7,590 	1293
MIN	0.002	3,036 	2358
MINA	0.008	12,145 	1029
MINDA	0.001	1,518 	3112
MINDI	0.003	4,554 	1757
MINDY	0.029	44,025 	473
MINERVA	0.014	21,253 	731
MING	0.001	1,518 	3422
MINH	0.002	3,036 	2713
MINNA	0.002	3,036 	2678
MINNIE	0.089	135,110 	239
MINTA	0.001	1,518 	4128
MIRA	0.003	4,554 	1934
MIRANDA	0.028	42,507 	480
MIREILLE	0.002	3,036 	2937
MIRELLA	0.001	1,518 	3247
MIREYA	0.004	6,072 	1539
MIRIAM	0.066	100,194 	285
MIRIAN	0.004	6,072 	1667
MIRNA	0.006	9,109 	1230
MIRTA	0.003	4,554 	1745
MIRTHA	0.002	3,036 	2981
MISHA	0.001	1,518 	3205
MISS	0.001	1,518 	3111
MISSY	0.006	9,109 	1241
MISTI	0.005	7,590 	1297
MISTIE	0.001	1,518 	4213
MISTY	0.063	95,640 	292
MITCHELL	0.001	1,518 	3110
MITSUE	0.001	1,518 	4127
MITSUKO	0.001	1,518 	3246
MITTIE	0.004	6,072 	1568
MITZI	0.011	16,699 	861
MITZIE	0.001	1,518 	3109
MIYOKO	0.001	1,518 	3697
MODESTA	0.003	4,554 	1820
MOIRA	0.003	4,554 	1855
MOLLIE	0.02	30,362 	601
MOLLY	0.055	83,495 	317
MONA	0.035	53,133 	421
MONET	0.001	1,518 	3619
MONICA	0.166	252,003 	131
MONIKA	0.008	12,145 	1013
MONIQUE	0.051	77,423 	334
MONNIE	0.001	1,518 	3618
MONSERRATE	0.002	3,036 	2712
MOON	0.001	1,518 	3863
MORA	0.001	1,518 	3940
MORGAN	0.022	33,398 	576
MORIAH	0.001	1,518 	3356
MOZELL	0.003	4,554 	2027
MOZELLA	0.002	3,036 	2641
MOZELLE	0.005	7,590 	1324
MUI	0.002	3,036 	2155
MUOI	0.001	1,518 	3544
MURIEL	0.038	57,687 	410
MY	0.003	4,554 	2049
MYESHA	0.001	1,518 	4126
MYONG	0.003	4,554 	1933
MYRA	0.04	60,724 	385
MYRIAM	0.004	6,072 	1613
MYRL	0.001	1,518 	3696
MYRLE	0.002	3,036 	2640
MYRNA	0.026	39,470 	505
MYRTA	0.001	1,518 	4125
MYRTICE	0.003	4,554 	1973
MYRTIE	0.002	3,036 	2479
MYRTIS	0.005	7,590 	1406
MYRTLE	0.078	118,411 	258
MYUNG	0.002	3,036 	2639
NA	0.001	1,518 	3303
NADA	0.003	4,554 	1854
NADENE	0.001	1,518 	3543
NADIA	0.011	16,699 	854
NADINE	0.036	54,651 	415
NAIDA	0.001	1,518 	4124
NAKESHA	0.001	1,518 	3785
NAKIA	0.005	7,590 	1274
NAKISHA	0.003	4,554 	2120
NAKITA	0.002	3,036 	2536
NAM	0.001	1,518 	3479
NAN	0.008	12,145 	1021
NANA	0.002	3,036 	2677
NANCEE	0.001	1,518 	4033
NANCEY	0.001	1,518 	3695
NANCI	0.004	6,072 	1526
NANCIE	0.002	3,036 	2711
NANCY	0.669	1,015,603 	12
NANETTE	0.011	16,699 	829
NANNETTE	0.004	6,072 	1639
NANNIE	0.013	19,735 	768
NAOMA	0.002	3,036 	2384
NAOMI	0.071	107,784 	274
NARCISA	0.002	3,036 	2852
NATACHA	0.001	1,518 	3694
NATALIA	0.01	15,181 	909
NATALIE	0.098	148,773 	216
NATALYA	0.001	1,518 	4032
NATASHA	0.057	86,531 	311
NATASHIA	0.001	1,518 	3066
NATHALIE	0.005	7,590 	1367
NATISHA	0.001	1,518 	3421
NATIVIDAD	0.004	6,072 	1449
NATOSHA	0.002	3,036 	2535
NECOLE	0.001	1,518 	4123
NEDA	0.001	1,518 	3245
NEDRA	0.005	7,590 	1414
NEELY	0.001	1,518 	4212
NEIDA	0.001	1,518 	4211
NELDA	0.014	21,253 	730
NELIA	0.002	3,036 	2310
NELIDA	0.003	4,554 	2007
NELL	0.021	31,880 	588
NELLA	0.003	4,554 	1869
NELLE	0.003	4,554 	1756
NELLIE	0.089	135,110 	238
NELLY	0.008	12,145 	1009
NENA	0.004	6,072 	1638
NENITA	0.001	1,518 	3420
NEOMA	0.002	3,036 	2175
NEOMI	0.001	1,518 	3862
NEREIDA	0.005	7,590 	1359
NERISSA	0.002	3,036 	2774
NERY	0.001	1,518 	3355
NETA	0.002	3,036 	2327
NETTIE	0.027	40,988 	495
NEVA	0.013	19,735 	758
NEVADA	0.001	1,518 	3478
NGA	0.002	3,036 	2276
NGAN	0.001	1,518 	3784
NGOC	0.002	3,036 	2309
NGUYET	0.001	1,518 	3861
NIA	0.003	4,554 	2119
NICHELLE	0.003	4,554 	2092
NICHOL	0.003	4,554 	2118
NICHOLE	0.038	57,687 	405
NICHOLLE	0.001	1,518 	4122
NICKI	0.005	7,590 	1313
NICKIE	0.002	3,036 	2195
NICKOLE	0.002	3,036 	2638
NICKY	0.002	3,036 	2445
NICOL	0.002	3,036 	2710
NICOLA	0.004	6,072 	1512
NICOLASA	0.003	4,554 	2117
NICOLE	0.281	426,583 	68
NICOLETTE	0.003	4,554 	1812
NICOLLE	0.002	3,036 	2247
NIDA	0.001	1,518 	3477
NIDIA	0.003	4,554 	1696
NIESHA	0.001	1,518 	3476
NIEVES	0.002	3,036 	2534
NIKI	0.005	7,590 	1423
NIKIA	0.002	3,036 	2383
NIKITA	0.005	7,590 	1304
NIKKI	0.024	36,434 	540
NIKOLE	0.002	3,036 	2174
NILA	0.004	6,072 	1596
NILDA	0.007	10,627 	1107
NILSA	0.003	4,554 	1911
NINA	0.072	109,303 	268
NINFA	0.003	4,554 	1950
NISHA	0.001	1,518 	3475
NITA	0.012	18,217 	814
NOBUKO	0.001	1,518 	3860
NOEL	0.006	9,109 	1233
NOELIA	0.003	4,554 	1769
NOELLA	0.002	3,036 	2194
NOELLE	0.008	12,145 	985
NOEMI	0.012	18,217 	806
NOHEMI	0.001	1,518 	3354
NOLA	0.014	21,253 	724
NOMA	0.002	3,036 	2936
NONA	0.011	16,699 	860
NORA	0.073	110,821 	266
NORAH	0.002	3,036 	2935
NOREEN	0.013	19,735 	785
NORENE	0.003	4,554 	1706
NORIKO	0.001	1,518 	3065
NORINE	0.003	4,554 	1868
NORMA	0.218	330,944 	94
NORMAN	0.002	3,036 	2382
NOVA	0.004	6,072 	1600
NOVELLA	0.004	6,072 	1595
NU	0.001	1,518 	3783
NUBIA	0.001	1,518 	3939
NUMBERS	0.003	4,554 	2116
NYDIA	0.004	6,072 	1657
NYLA	0.002	3,036 	2744
OBDULIA	0.002	3,036 	3017
OCIE	0.003	4,554 	1882
OCTAVIA	0.008	12,145 	1002
ODA	0.001	1,518 	3782
ODELIA	0.001	1,518 	3108
ODELL	0.003	4,554 	1910
ODESSA	0.013	19,735 	767
ODETTE	0.003	4,554 	1920
ODILIA	0.002	3,036 	2676
OFELIA	0.015	22,771 	704
OK	0.004	6,072 	1547
OLA	0.02	30,362 	599
OLENE	0.001	1,518 	3302
OLETA	0.005	7,590 	1350
OLEVIA	0.001	1,518 	4121
OLGA	0.07	106,266 	277
OLIMPIA	0.001	1,518 	3107
OLINDA	0.001	1,518 	3542
